uf;municipio;evento;data_referencia;total;total_peso;abrangencia;formulario;ano;ano_data;mes_data;trimestre_data
AL;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;6585.84;Estadual;Formulário 5;2017;2017;11;4
AM;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;551.77;Estadual;Formulário 5;2017;2017;11;4
AM;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;145.85;Estadual;Formulário 5;2017;2017;11;4
AP;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;0.705;Estadual;Formulário 5;2017;2017;11;4
AP;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;0.467;Estadual;Formulário 5;2017;2017;11;4
BA;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;16.136;Estadual;Formulário 5;2017;2017;11;4
BA;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;272.634;Estadual;Formulário 5;2017;2017;11;4
CE;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;31.9;Estadual;Formulário 5;2017;2017;11;4
CE;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;264.15;Estadual;Formulário 5;2017;2017;11;4
DF;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;6;Estadual;Formulário 5;2017;2017;11;4
DF;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;46;Estadual;Formulário 5;2017;2017;11;4
ES;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
ES;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
GO;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;74.779;Estadual;Formulário 5;2017;2017;11;4
GO;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;1256.22;Estadual;Formulário 5;2017;2017;11;4
MA;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;0.445;Estadual;Formulário 5;2017;2017;11;4
MA;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;976.5;Estadual;Formulário 5;2017;2017;11;4
MG;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
MG;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
MS;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;182.107;Estadual;Formulário 5;2017;2017;11;4
MS;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;31150.397;Estadual;Formulário 5;2017;2017;11;4
MT;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;1031.02;Estadual;Formulário 5;2017;2017;11;4
MT;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;1105.27;Estadual;Formulário 5;2017;2017;11;4
PA;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;15.066;Estadual;Formulário 5;2017;2017;11;4
PA;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;195.328;Estadual;Formulário 5;2017;2017;11;4
PB;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;4.67;Estadual;Formulário 5;2017;2017;11;4
PB;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;138;Estadual;Formulário 5;2017;2017;11;4
PE;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;0;Estadual;Formulário 5;2017;2017;11;4
PE;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;0;Estadual;Formulário 5;2017;2017;11;4
PI;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;17.128;Estadual;Formulário 5;2017;2017;11;4
PI;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;80.797;Estadual;Formulário 5;2017;2017;11;4
PR;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;165.296;Estadual;Formulário 5;2017;2017;11;4
PR;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;6822.222;Estadual;Formulário 5;2017;2017;11;4
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
RJ;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
RN;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;7.375;Estadual;Formulário 5;2017;2017;11;4
RN;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;385.508;Estadual;Formulário 5;2017;2017;11;4
RO;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
RO;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
RR;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;0.678;Estadual;Formulário 5;2017;2017;11;4
RR;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;0.998;Estadual;Formulário 5;2017;2017;11;4
RS;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;79.274;Estadual;Formulário 5;2017;2017;11;4
RS;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;8561.585;Estadual;Formulário 5;2017;2017;11;4
SC;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;13;Estadual;Formulário 5;2017;2017;11;4
SC;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;5346.62;Estadual;Formulário 5;2017;2017;11;4
SE;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;3.703;Estadual;Formulário 5;2017;2017;11;4
SE;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;135.984;Estadual;Formulário 5;2017;2017;11;4
SP;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;1611.191;Estadual;Formulário 5;2017;2017;11;4
SP;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;17787.479;Estadual;Formulário 5;2017;2017;11;4
TO;NÃO INFORMADO;Apreensão de Cocaína;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
TO;NÃO INFORMADO;Apreensão de Maconha;01/11/2017;;;Estadual;Formulário 5;2017;2017;11;4
AC;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
AC;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
AL;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;85.42;Estadual;Formulário 5;2017;2017;12;4
AL;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;2450.59;Estadual;Formulário 5;2017;2017;12;4
AM;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;1848.55;Estadual;Formulário 5;2017;2017;12;4
AM;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;1941.33;Estadual;Formulário 5;2017;2017;12;4
AP;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;1.028;Estadual;Formulário 5;2017;2017;12;4
AP;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;1.362;Estadual;Formulário 5;2017;2017;12;4
BA;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;32.089;Estadual;Formulário 5;2017;2017;12;4
BA;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;537.629;Estadual;Formulário 5;2017;2017;12;4
CE;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;90.77;Estadual;Formulário 5;2017;2017;12;4
CE;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;189.53;Estadual;Formulário 5;2017;2017;12;4
DF;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;4;Estadual;Formulário 5;2017;2017;12;4
DF;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;86;Estadual;Formulário 5;2017;2017;12;4
ES;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
ES;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
GO;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;10187.947;Estadual;Formulário 5;2017;2017;12;4
GO;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;1762.024;Estadual;Formulário 5;2017;2017;12;4
MA;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;0.033;Estadual;Formulário 5;2017;2017;12;4
MA;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;41.714;Estadual;Formulário 5;2017;2017;12;4
MG;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
MG;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
MS;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;428.042;Estadual;Formulário 5;2017;2017;12;4
MS;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;18488.434;Estadual;Formulário 5;2017;2017;12;4
MT;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;161.69;Estadual;Formulário 5;2017;2017;12;4
MT;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;9.81;Estadual;Formulário 5;2017;2017;12;4
PA;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;6.854;Estadual;Formulário 5;2017;2017;12;4
PA;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;66.664;Estadual;Formulário 5;2017;2017;12;4
PB;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;7.62;Estadual;Formulário 5;2017;2017;12;4
PB;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;111;Estadual;Formulário 5;2017;2017;12;4
PE;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;0;Estadual;Formulário 5;2017;2017;12;4
PE;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;0;Estadual;Formulário 5;2017;2017;12;4
PI;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;1.812;Estadual;Formulário 5;2017;2017;12;4
PI;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;49.657;Estadual;Formulário 5;2017;2017;12;4
PR;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;329.926;Estadual;Formulário 5;2017;2017;12;4
PR;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;7202.38;Estadual;Formulário 5;2017;2017;12;4
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
RJ;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
RN;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
RN;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;6.06;Estadual;Formulário 5;2017;2017;12;4
RO;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
RO;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
RR;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;0.999;Estadual;Formulário 5;2017;2017;12;4
RR;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;0.435;Estadual;Formulário 5;2017;2017;12;4
RS;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;119.197;Estadual;Formulário 5;2017;2017;12;4
RS;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;1269.055;Estadual;Formulário 5;2017;2017;12;4
SC;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;107.98;Estadual;Formulário 5;2017;2017;12;4
SC;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;477.56;Estadual;Formulário 5;2017;2017;12;4
SE;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;5.693;Estadual;Formulário 5;2017;2017;12;4
SE;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;60.069;Estadual;Formulário 5;2017;2017;12;4
SP;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;721.317;Estadual;Formulário 5;2017;2017;12;4
SP;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;17940.537;Estadual;Formulário 5;2017;2017;12;4
TO;NÃO INFORMADO;Apreensão de Cocaína;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
TO;NÃO INFORMADO;Apreensão de Maconha;01/12/2017;;;Estadual;Formulário 5;2017;2017;12;4
AC;NÃO INFORMADO;Tráfico de drogas;01/01/2018;5;;Estadual;Formulário 4;2018;2018;1;1
AL;NÃO INFORMADO;Tráfico de drogas;01/01/2018;109;;Estadual;Formulário 4;2018;2018;1;1
AM;NÃO INFORMADO;Tráfico de drogas;01/01/2018;278;;Estadual;Formulário 4;2018;2018;1;1
AP;NÃO INFORMADO;Tráfico de drogas;01/01/2018;15;;Estadual;Formulário 4;2018;2018;1;1
BA;NÃO INFORMADO;Tráfico de drogas;01/01/2018;633;;Estadual;Formulário 4;2018;2018;1;1
CE;NÃO INFORMADO;Tráfico de drogas;01/01/2018;671;;Estadual;Formulário 4;2018;2018;1;1
DF;NÃO INFORMADO;Tráfico de drogas;01/01/2018;237;;Estadual;Formulário 4;2018;2018;1;1
ES;NÃO INFORMADO;Tráfico de drogas;01/01/2018;332;;Estadual;Formulário 4;2018;2018;1;1
GO;NÃO INFORMADO;Tráfico de drogas;01/01/2018;507;;Estadual;Formulário 4;2018;2018;1;1
MA;NÃO INFORMADO;Tráfico de drogas;01/01/2018;156;;Estadual;Formulário 4;2018;2018;1;1
MG;NÃO INFORMADO;Tráfico de drogas;01/01/2018;2827;;Estadual;Formulário 4;2018;2018;1;1
MS;NÃO INFORMADO;Tráfico de drogas;01/01/2018;293;;Estadual;Formulário 4;2018;2018;1;1
MT;NÃO INFORMADO;Tráfico de drogas;01/01/2018;426;;Estadual;Formulário 4;2018;2018;1;1
PA;NÃO INFORMADO;Tráfico de drogas;01/01/2018;362;;Estadual;Formulário 4;2018;2018;1;1
PB;NÃO INFORMADO;Tráfico de drogas;01/01/2018;18;;Estadual;Formulário 4;2018;2018;1;1
PE;NÃO INFORMADO;Tráfico de drogas;01/01/2018;407;;Estadual;Formulário 4;2018;2018;1;1
PI;NÃO INFORMADO;Tráfico de drogas;01/01/2018;63;;Estadual;Formulário 4;2018;2018;1;1
PR;NÃO INFORMADO;Tráfico de drogas;01/01/2018;966;;Estadual;Formulário 4;2018;2018;1;1
RJ;NÃO INFORMADO;Tráfico de drogas;01/01/2018;1623;;Estadual;Formulário 4;2018;2018;1;1
RN;NÃO INFORMADO;Tráfico de drogas;01/01/2018;12;;Estadual;Formulário 4;2018;2018;1;1
RO;NÃO INFORMADO;Tráfico de drogas;01/01/2018;86;;Estadual;Formulário 4;2018;2018;1;1
RR;NÃO INFORMADO;Tráfico de drogas;01/01/2018;37;;Estadual;Formulário 4;2018;2018;1;1
RS;NÃO INFORMADO;Tráfico de drogas;01/01/2018;862;;Estadual;Formulário 4;2018;2018;1;1
SC;NÃO INFORMADO;Tráfico de drogas;01/01/2018;914;;Estadual;Formulário 4;2018;2018;1;1
SE;NÃO INFORMADO;Tráfico de drogas;01/01/2018;43;;Estadual;Formulário 4;2018;2018;1;1
SP;NÃO INFORMADO;Tráfico de drogas;01/01/2018;4484;;Estadual;Formulário 4;2018;2018;1;1
TO;NÃO INFORMADO;Tráfico de drogas;01/01/2018;24;;Estadual;Formulário 4;2018;2018;1;1
AC;NÃO INFORMADO;Tráfico de drogas;01/02/2018;13;;Estadual;Formulário 4;2018;2018;2;1
AL;NÃO INFORMADO;Tráfico de drogas;01/02/2018;102;;Estadual;Formulário 4;2018;2018;2;1
AM;NÃO INFORMADO;Tráfico de drogas;01/02/2018;168;;Estadual;Formulário 4;2018;2018;2;1
AP;NÃO INFORMADO;Tráfico de drogas;01/02/2018;16;;Estadual;Formulário 4;2018;2018;2;1
BA;NÃO INFORMADO;Tráfico de drogas;01/02/2018;582;;Estadual;Formulário 4;2018;2018;2;1
CE;NÃO INFORMADO;Tráfico de drogas;01/02/2018;541;;Estadual;Formulário 4;2018;2018;2;1
DF;NÃO INFORMADO;Tráfico de drogas;01/02/2018;214;;Estadual;Formulário 4;2018;2018;2;1
ES;NÃO INFORMADO;Tráfico de drogas;01/02/2018;309;;Estadual;Formulário 4;2018;2018;2;1
GO;NÃO INFORMADO;Tráfico de drogas;01/02/2018;521;;Estadual;Formulário 4;2018;2018;2;1
MA;NÃO INFORMADO;Tráfico de drogas;01/02/2018;160;;Estadual;Formulário 4;2018;2018;2;1
MG;NÃO INFORMADO;Tráfico de drogas;01/02/2018;3141;;Estadual;Formulário 4;2018;2018;2;1
MS;NÃO INFORMADO;Tráfico de drogas;01/02/2018;274;;Estadual;Formulário 4;2018;2018;2;1
MT;NÃO INFORMADO;Tráfico de drogas;01/02/2018;363;;Estadual;Formulário 4;2018;2018;2;1
PA;NÃO INFORMADO;Tráfico de drogas;01/02/2018;340;;Estadual;Formulário 4;2018;2018;2;1
PB;NÃO INFORMADO;Tráfico de drogas;01/02/2018;14;;Estadual;Formulário 4;2018;2018;2;1
PE;NÃO INFORMADO;Tráfico de drogas;01/02/2018;399;;Estadual;Formulário 4;2018;2018;2;1
PI;NÃO INFORMADO;Tráfico de drogas;01/02/2018;62;;Estadual;Formulário 4;2018;2018;2;1
PR;NÃO INFORMADO;Tráfico de drogas;01/02/2018;993;;Estadual;Formulário 4;2018;2018;2;1
RJ;NÃO INFORMADO;Tráfico de drogas;01/02/2018;1462;;Estadual;Formulário 4;2018;2018;2;1
RN;NÃO INFORMADO;Tráfico de drogas;01/02/2018;16;;Estadual;Formulário 4;2018;2018;2;1
RO;NÃO INFORMADO;Tráfico de drogas;01/02/2018;78;;Estadual;Formulário 4;2018;2018;2;1
RR;NÃO INFORMADO;Tráfico de drogas;01/02/2018;37;;Estadual;Formulário 4;2018;2018;2;1
RS;NÃO INFORMADO;Tráfico de drogas;01/02/2018;757;;Estadual;Formulário 4;2018;2018;2;1
SC;NÃO INFORMADO;Tráfico de drogas;01/02/2018;907;;Estadual;Formulário 4;2018;2018;2;1
SE;NÃO INFORMADO;Tráfico de drogas;01/02/2018;44;;Estadual;Formulário 4;2018;2018;2;1
SP;NÃO INFORMADO;Tráfico de drogas;01/02/2018;4321;;Estadual;Formulário 4;2018;2018;2;1
TO;NÃO INFORMADO;Tráfico de drogas;01/02/2018;32;;Estadual;Formulário 4;2018;2018;2;1
AC;NÃO INFORMADO;Tráfico de drogas;01/03/2018;14;;Estadual;Formulário 4;2018;2018;3;1
AL;NÃO INFORMADO;Tráfico de drogas;01/03/2018;122;;Estadual;Formulário 4;2018;2018;3;1
AM;NÃO INFORMADO;Tráfico de drogas;01/03/2018;171;;Estadual;Formulário 4;2018;2018;3;1
AP;NÃO INFORMADO;Tráfico de drogas;01/03/2018;26;;Estadual;Formulário 4;2018;2018;3;1
BA;NÃO INFORMADO;Tráfico de drogas;01/03/2018;612;;Estadual;Formulário 4;2018;2018;3;1
CE;NÃO INFORMADO;Tráfico de drogas;01/03/2018;614;;Estadual;Formulário 4;2018;2018;3;1
DF;NÃO INFORMADO;Tráfico de drogas;01/03/2018;251;;Estadual;Formulário 4;2018;2018;3;1
ES;NÃO INFORMADO;Tráfico de drogas;01/03/2018;384;;Estadual;Formulário 4;2018;2018;3;1
GO;NÃO INFORMADO;Tráfico de drogas;01/03/2018;554;;Estadual;Formulário 4;2018;2018;3;1
MA;NÃO INFORMADO;Tráfico de drogas;01/03/2018;212;;Estadual;Formulário 4;2018;2018;3;1
MG;NÃO INFORMADO;Tráfico de drogas;01/03/2018;3324;;Estadual;Formulário 4;2018;2018;3;1
MS;NÃO INFORMADO;Tráfico de drogas;01/03/2018;286;;Estadual;Formulário 4;2018;2018;3;1
MT;NÃO INFORMADO;Tráfico de drogas;01/03/2018;414;;Estadual;Formulário 4;2018;2018;3;1
PA;NÃO INFORMADO;Tráfico de drogas;01/03/2018;395;;Estadual;Formulário 4;2018;2018;3;1
PB;NÃO INFORMADO;Tráfico de drogas;01/03/2018;17;;Estadual;Formulário 4;2018;2018;3;1
PE;NÃO INFORMADO;Tráfico de drogas;01/03/2018;462;;Estadual;Formulário 4;2018;2018;3;1
PI;NÃO INFORMADO;Tráfico de drogas;01/03/2018;76;;Estadual;Formulário 4;2018;2018;3;1
PR;NÃO INFORMADO;Tráfico de drogas;01/03/2018;1051;;Estadual;Formulário 4;2018;2018;3;1
RJ;NÃO INFORMADO;Tráfico de drogas;01/03/2018;1594;;Estadual;Formulário 4;2018;2018;3;1
RN;NÃO INFORMADO;Tráfico de drogas;01/03/2018;30;;Estadual;Formulário 4;2018;2018;3;1
RO;NÃO INFORMADO;Tráfico de drogas;01/03/2018;114;;Estadual;Formulário 4;2018;2018;3;1
RR;NÃO INFORMADO;Tráfico de drogas;01/03/2018;25;;Estadual;Formulário 4;2018;2018;3;1
RS;NÃO INFORMADO;Tráfico de drogas;01/03/2018;1004;;Estadual;Formulário 4;2018;2018;3;1
SC;NÃO INFORMADO;Tráfico de drogas;01/03/2018;992;;Estadual;Formulário 4;2018;2018;3;1
SE;NÃO INFORMADO;Tráfico de drogas;01/03/2018;55;;Estadual;Formulário 4;2018;2018;3;1
SP;NÃO INFORMADO;Tráfico de drogas;01/03/2018;4325;;Estadual;Formulário 4;2018;2018;3;1
TO;NÃO INFORMADO;Tráfico de drogas;01/03/2018;16;;Estadual;Formulário 4;2018;2018;3;1
AC;NÃO INFORMADO;Tráfico de drogas;01/04/2018;18;;Estadual;Formulário 4;2018;2018;4;2
AL;NÃO INFORMADO;Tráfico de drogas;01/04/2018;75;;Estadual;Formulário 4;2018;2018;4;2
AM;NÃO INFORMADO;Tráfico de drogas;01/04/2018;153;;Estadual;Formulário 4;2018;2018;4;2
AP;NÃO INFORMADO;Tráfico de drogas;01/04/2018;19;;Estadual;Formulário 4;2018;2018;4;2
BA;NÃO INFORMADO;Tráfico de drogas;01/04/2018;595;;Estadual;Formulário 4;2018;2018;4;2
CE;NÃO INFORMADO;Tráfico de drogas;01/04/2018;603;;Estadual;Formulário 4;2018;2018;4;2
DF;NÃO INFORMADO;Tráfico de drogas;01/04/2018;266;;Estadual;Formulário 4;2018;2018;4;2
ES;NÃO INFORMADO;Tráfico de drogas;01/04/2018;370;;Estadual;Formulário 4;2018;2018;4;2
GO;NÃO INFORMADO;Tráfico de drogas;01/04/2018;522;;Estadual;Formulário 4;2018;2018;4;2
MA;NÃO INFORMADO;Tráfico de drogas;01/04/2018;173;;Estadual;Formulário 4;2018;2018;4;2
MG;NÃO INFORMADO;Tráfico de drogas;01/04/2018;3151;;Estadual;Formulário 4;2018;2018;4;2
MS;NÃO INFORMADO;Tráfico de drogas;01/04/2018;322;;Estadual;Formulário 4;2018;2018;4;2
MT;NÃO INFORMADO;Tráfico de drogas;01/04/2018;390;;Estadual;Formulário 4;2018;2018;4;2
PA;NÃO INFORMADO;Tráfico de drogas;01/04/2018;449;;Estadual;Formulário 4;2018;2018;4;2
PB;NÃO INFORMADO;Tráfico de drogas;01/04/2018;16;;Estadual;Formulário 4;2018;2018;4;2
PE;NÃO INFORMADO;Tráfico de drogas;01/04/2018;446;;Estadual;Formulário 4;2018;2018;4;2
PI;NÃO INFORMADO;Tráfico de drogas;01/04/2018;54;;Estadual;Formulário 4;2018;2018;4;2
PR;NÃO INFORMADO;Tráfico de drogas;01/04/2018;968;;Estadual;Formulário 4;2018;2018;4;2
RJ;NÃO INFORMADO;Tráfico de drogas;01/04/2018;1693;;Estadual;Formulário 4;2018;2018;4;2
RN;NÃO INFORMADO;Tráfico de drogas;01/04/2018;25;;Estadual;Formulário 4;2018;2018;4;2
RO;NÃO INFORMADO;Tráfico de drogas;01/04/2018;106;;Estadual;Formulário 4;2018;2018;4;2
RR;NÃO INFORMADO;Tráfico de drogas;01/04/2018;30;;Estadual;Formulário 4;2018;2018;4;2
RS;NÃO INFORMADO;Tráfico de drogas;01/04/2018;1058;;Estadual;Formulário 4;2018;2018;4;2
SC;NÃO INFORMADO;Tráfico de drogas;01/04/2018;956;;Estadual;Formulário 4;2018;2018;4;2
SE;NÃO INFORMADO;Tráfico de drogas;01/04/2018;51;;Estadual;Formulário 4;2018;2018;4;2
SP;NÃO INFORMADO;Tráfico de drogas;01/04/2018;4098;;Estadual;Formulário 4;2018;2018;4;2
TO;NÃO INFORMADO;Tráfico de drogas;01/04/2018;29;;Estadual;Formulário 4;2018;2018;4;2
AC;NÃO INFORMADO;Tráfico de drogas;01/05/2018;11;;Estadual;Formulário 4;2018;2018;5;2
AL;NÃO INFORMADO;Tráfico de drogas;01/05/2018;136;;Estadual;Formulário 4;2018;2018;5;2
AM;NÃO INFORMADO;Tráfico de drogas;01/05/2018;171;;Estadual;Formulário 4;2018;2018;5;2
AP;NÃO INFORMADO;Tráfico de drogas;01/05/2018;20;;Estadual;Formulário 4;2018;2018;5;2
BA;NÃO INFORMADO;Tráfico de drogas;01/05/2018;618;;Estadual;Formulário 4;2018;2018;5;2
CE;NÃO INFORMADO;Tráfico de drogas;01/05/2018;618;;Estadual;Formulário 4;2018;2018;5;2
DF;NÃO INFORMADO;Tráfico de drogas;01/05/2018;256;;Estadual;Formulário 4;2018;2018;5;2
ES;NÃO INFORMADO;Tráfico de drogas;01/05/2018;362;;Estadual;Formulário 4;2018;2018;5;2
GO;NÃO INFORMADO;Tráfico de drogas;01/05/2018;583;;Estadual;Formulário 4;2018;2018;5;2
MA;NÃO INFORMADO;Tráfico de drogas;01/05/2018;143;;Estadual;Formulário 4;2018;2018;5;2
MG;NÃO INFORMADO;Tráfico de drogas;01/05/2018;2992;;Estadual;Formulário 4;2018;2018;5;2
MS;NÃO INFORMADO;Tráfico de drogas;01/05/2018;349;;Estadual;Formulário 4;2018;2018;5;2
MT;NÃO INFORMADO;Tráfico de drogas;01/05/2018;386;;Estadual;Formulário 4;2018;2018;5;2
PA;NÃO INFORMADO;Tráfico de drogas;01/05/2018;487;;Estadual;Formulário 4;2018;2018;5;2
PB;NÃO INFORMADO;Tráfico de drogas;01/05/2018;16;;Estadual;Formulário 4;2018;2018;5;2
PE;NÃO INFORMADO;Tráfico de drogas;01/05/2018;437;;Estadual;Formulário 4;2018;2018;5;2
PI;NÃO INFORMADO;Tráfico de drogas;01/05/2018;73;;Estadual;Formulário 4;2018;2018;5;2
PR;NÃO INFORMADO;Tráfico de drogas;01/05/2018;1003;;Estadual;Formulário 4;2018;2018;5;2
RJ;NÃO INFORMADO;Tráfico de drogas;01/05/2018;1787;;Estadual;Formulário 4;2018;2018;5;2
RN;NÃO INFORMADO;Tráfico de drogas;01/05/2018;18;;Estadual;Formulário 4;2018;2018;5;2
RO;NÃO INFORMADO;Tráfico de drogas;01/05/2018;95;;Estadual;Formulário 4;2018;2018;5;2
RR;NÃO INFORMADO;Tráfico de drogas;01/05/2018;38;;Estadual;Formulário 4;2018;2018;5;2
RS;NÃO INFORMADO;Tráfico de drogas;01/05/2018;1046;;Estadual;Formulário 4;2018;2018;5;2
SC;NÃO INFORMADO;Tráfico de drogas;01/05/2018;852;;Estadual;Formulário 4;2018;2018;5;2
SE;NÃO INFORMADO;Tráfico de drogas;01/05/2018;65;;Estadual;Formulário 4;2018;2018;5;2
SP;NÃO INFORMADO;Tráfico de drogas;01/05/2018;4137;;Estadual;Formulário 4;2018;2018;5;2
TO;NÃO INFORMADO;Tráfico de drogas;01/05/2018;22;;Estadual;Formulário 4;2018;2018;5;2
AC;NÃO INFORMADO;Tráfico de drogas;01/06/2018;18;;Estadual;Formulário 4;2018;2018;6;2
AL;NÃO INFORMADO;Tráfico de drogas;01/06/2018;80;;Estadual;Formulário 4;2018;2018;6;2
AM;NÃO INFORMADO;Tráfico de drogas;01/06/2018;107;;Estadual;Formulário 4;2018;2018;6;2
